,NAME,Income Diversity Index,Median Household Income,Median Household Value,state,county,tract,Tracts,Number of Hotels,Bus Stops,Point of Interests,Distance to Center,Airbnb penetration,Population Density,Race Diversity Index,Bohemian Index,Talent Index,Proportion of Young People,Unemployment Ratio,Poverty by Income Percentage,Proportion of Owner Occupied Residences
47,Census Tract 54,0.5411,41202.0,133100.0,48,113,005400,Census Tract 54,0.0,0.0,11.0,6.700717188462145,21.0,2319.9913541504284,0.5553133768548092,1.5852501286965728,0.10244299674267102,0.18778501628664496,0.02719869706840391,0.14949394391903104,0.9038657171922686
49,Census Tract 57,0.3696,32143.0,97500.0,48,113,005700,Census Tract 57,0.0,0.0,8.0,9.422944331601359,8.0,1815.6548375814207,0.5235151211286968,0.870124119234799,0.03873716831299632,0.22932403641293822,0.02401704435405772,0.28588030214991283,0.9222797927461139
50,Census Tract 59.01,0.5018,35421.0,73700.0,48,113,005901,Census Tract 59.01,0.0,0.0,1.0,10.182604737435057,3.0,1977.75883853723,0.5309275458928917,0.9436012670812932,0.03721996824836832,0.20109366731345915,0.026812488975127887,0.2152753108348135,0.9253012048192771
51,Census Tract 59.02,0.4228,32500.0,75500.0,48,113,005902,Census Tract 59.02,0.0,0.0,9.0,10.025420167212738,2.0,2543.016631946413,0.496465552784561,0.0,0.07428684627575277,0.17690174326465927,0.034469096671949286,0.3067786197010035,0.9426462237365133
52,Census Tract 60.01,0.3875,49411.0,117000.0,48,113,006001,Census Tract 60.01,0.0,0.0,4.0,9.406360680335284,0.0,3743.515546853694,0.8716219842668842,7.20204500669821,0.028526504941599282,0.2082210242587601,0.04672057502246182,0.24415992812219228,0.9331742243436754
53,Census Tract 60.02,0.4559,29024.0,126600.0,48,113,006002,Census Tract 60.02,0.0,0.0,17.0,10.31295333773594,0.0,2575.788411056137,0.450055861719262,4.14429676502104,0.10375494071146245,0.30138339920948615,0.031126482213438736,0.2542184312998331,0.8726376335250616
54,Census Tract 62,0.4701,43304.0,198900.0,48,113,006200,Census Tract 62,0.0,0.0,12.0,7.663274845551391,10.0,2406.7671756378973,0.5112114307465248,2.8278581157066855,0.08432846822939702,0.24399233377561552,0.05616983635559487,0.16821465428276575,0.9654310703873387
55,Census Tract 63.01,0.2817,59588.0,138500.0,48,113,006301,Census Tract 63.01,0.0,0.0,34.0,9.447441582886514,7.0,2482.1704846476428,0.7876367570971085,1.2426541462061593,0.08810990052108006,0.25296068214116535,0.04405495026054003,0.08408694272568618,0.9497178040020523
56,Census Tract 63.02,0.4112,61184.0,108300.0,48,113,006302,Census Tract 63.02,0.0,2.0,8.0,8.290297847425489,19.0,2761.4978794470376,0.6882575094737527,2.047245108088557,0.13717300505605629,0.18883271048582106,0.03385359419652671,0.11299186634425148,0.9683544303797469
57,Census Tract 64.01,0.3476,55588.0,128900.0,48,113,006401,Census Tract 64.01,0.0,0.0,0.0,9.251174848934753,7.0,3853.3000553744882,0.8051911707562504,0.0,0.07894736842105263,0.18221185876082613,0.010326449033977348,0.245836109260493,0.9778761061946902
